"","sub","mu_1_htgt/hdst_.2","mu_1_htgt/ldst_.2","mu_1_ltgt/ldst_.2","mu_1_ltgt/hdst_.2","mu_1_htgt/hdst_.5","mu_1_htgt/ldst_.5","mu_1_ltgt/ldst_.5","mu_1_ltgt/hdst_.5","mu_1_htgt/hdst_.8","mu_1_htgt/ldst_.8","mu_1_ltgt/ldst_.8","mu_1_ltgt/hdst_.8","mu_2_htgt/hdst_.2","mu_2_htgt/ldst_.2","mu_2_ltgt/ldst_.2","mu_2_ltgt/hdst_.2","mu_2_htgt/hdst_.5","mu_2_htgt/ldst_.5","mu_2_ltgt/ldst_.5","mu_2_ltgt/hdst_.5","mu_2_htgt/hdst_.8","mu_2_htgt/ldst_.8","mu_2_ltgt/ldst_.8","mu_2_ltgt/hdst_.8","vari_1_htgt/hdst_.2","vari_1_htgt/ldst_.2","vari_1_ltgt/ldst_.2","vari_1_ltgt/hdst_.2","vari_1_htgt/hdst_.5","vari_1_htgt/ldst_.5","vari_1_ltgt/ldst_.5","vari_1_ltgt/hdst_.5","vari_1_htgt/hdst_.8","vari_1_htgt/ldst_.8","vari_1_ltgt/ldst_.8","vari_1_ltgt/hdst_.8","vari_2_htgt/hdst_.2","vari_2_htgt/ldst_.2","vari_2_ltgt/ldst_.2","vari_2_ltgt/hdst_.2","vari_2_htgt/hdst_.5","vari_2_htgt/ldst_.5","vari_2_ltgt/ldst_.5","vari_2_ltgt/hdst_.5","vari_2_htgt/hdst_.8","vari_2_htgt/ldst_.8","vari_2_ltgt/ldst_.8","vari_2_ltgt/hdst_.8"
"37",37,0.452,0.498,0.5265,0.532,0.439,0.489,0.484,0.463,0.429,0.46,0.441,0.442,0.39,0.473,0.4095,0.393,0.383,0.431,0.414,0.439,0.3995,0.383,0.366,0.41,0.00838323809523809,0.00700678571428571,0.0211295535714286,0.00388086111111111,0.00602975,0.00857022167487685,0.00589430871212121,0.0062930113960114,0.0084826935483871,0.0122513161290323,0.00551475913978495,0.00691516666666666,0.00794506666666667,0.00678028571428572,0.00680898214285714,0.0176018666666667,0.0103798181818182,0.00723113333333333,0.0102649601139601,0.00699771794871795,0.00643570564516129,0.00739817948717949,0.00344763257575758,0.00875360837438424
"38",38,0.633,0.537,0.7515,0.593,0.541,0.474,0.541,0.649,0.474,0.452,0.4665,0.61,0.43,0.478,0.5435,0.5305,0.4785,0.441,0.4785,0.571,0.432,0.426,0.4215,0.528,0.0139392857142857,0.0259945535714286,0.0457638222222222,0.00982561111111111,0.0102492803030303,0.0170497852852853,0.0112313712121212,0.0208546733870968,0.0124229462184874,0.00899151111111111,0.00954925177809389,0.0219156083743842,0.00315536666666667,0.00396617777777778,0.0148412678571429,0.0165762678571429,0.00974448484848485,0.00420313963963964,0.0077208506401138,0.0318070295566502,0.0082647803030303,0.00629664714714715,0.00321471123755334,0.0131145066666667
"39",39,0.532,0.575,0.56,0.599,0.619,0.535,0.527,0.511,0.5415,0.491,0.565,0.526,0.392,0.478,0.522,0.417,0.5015,0.441,0.4555,0.418,0.468,0.4335,0.4625,0.429,0.0171489523809524,0.00721944444444444,0.0568787857142857,0.01936675,0.00904819285714286,0.00630861861861862,0.0159443139784946,0.00655145645645645,0.010984431372549,0.00391791497975709,0.00610425546218487,0.00680995345345345,0.0117927,0.0118005535714286,0.0106742678571429,0.009249,0.00862607804232804,0.00618191111111111,0.00662014285714286,0.0070245641025641,0.0074626157635468,0.0048267652916074,0.00950489195402299,0.0046248963963964
"40",40,0.6465,0.5855,0.699,0.686,0.618,0.4585,0.575,0.711,0.4885,0.4435,0.567,0.614,0.7785,0.444,0.586,0.598,0.468,0.503,0.561,0.626,0.528,0.444,0.528,0.6555,0.0293497888888889,0.0471073571428571,0.0693842678571429,0.0169785,0.0326610795454545,0.00876853015873016,0.014679887394958,0.0138309682539683,0.0428051951871658,0.0193519288762447,0.0180919678030303,0.0160058584637269,0.102630233333333,0.0336909888888889,0.0927454107142857,0.00970436111111111,0.0350983806451613,0.00857213213213213,0.0224805018939394,0.0217490765765766,0.0277153185483871,0.011387673414305,0.0337301247771836,0.0419488860887097
"41",41,0.494,0.474,0.471,0.4765,0.457,0.444,0.496,0.479,0.475,0.471,0.463,0.4755,0.4695,0.4505,0.455,0.487,0.4495,0.4345,0.456,0.46,0.459,0.45,0.45,0.4625,0.00494306666666667,0.00272069444444444,0.000943777777777778,0.0044165,0.0013738428030303,0.00214392192192192,0.00228297570850202,0.00457257754010695,0.00213182726045884,0.00240404588394062,0.00130524033613445,0.00436085714285714,0.00302026666666666,0.00217284444444444,0.00130141071428571,0.00201202777777778,0.00164758968253968,0.00212923083778966,0.00235854206349206,0.00337566722689076,0.0025883978978979,0.00202528340080972,0.00178369206349206,0.00313314366998578
"42",42,0.456,0.5195,0.501,0.55,0.539,0.564,0.4995,0.56,0.5125,0.568,0.5335,0.536,0.59,0.578,0.5285,0.627,0.573,0.614,0.556,0.6195,0.535,0.582,0.532,0.599,0.0047675,0.00759328888888889,0.00839944444444445,0.00440625,0.00837928431372549,0.0126479015873016,0.0120571301587302,0.00745243693693694,0.00794042142857143,0.00754362142857143,0.00828652063492063,0.00785637478991597,0.0144696555555556,0.009021,0.0132242777777778,0.0100370277777778,0.00923024444444445,0.0125403217468806,0.0118510985155196,0.0156626634920635,0.00922278677462888,0.00544395798319328,0.00835523012820513,0.00607351349206349
"43",43,0.4475,0.456,0.3785,0.4765,0.417,0.42,0.379,0.534,0.3655,0.439,0.358,0.47,0.307,0.362,0.31,0.426,0.346,0.424,0.329,0.477,0.321,0.385,0.3165,0.521,0.014166,0.0138513,0.0133122777777778,0.0119569666666667,0.00420111428571429,0.0046773768939394,0.00883458015873016,0.0111804246153846,0.00323054712643678,0.00702607977207977,0.0106387297297297,0.0114191462450593,0.00214011111111111,0.00633066666666667,0.00320623809523809,0.0305843333333333,0.0033805641025641,0.00500726,0.00850636786786787,0.0199589368421053,0.003815503003003,0.00347002365591398,0.00726511428571428,0.02474385
"44",44,0.3995,0.4615,0.494,0.4525,0.446,0.4635,0.4085,0.507,0.417,0.4405,0.413,0.482,0.415,0.4285,0.398,0.418,0.383,0.414,0.3655,0.4445,0.391,0.3805,0.369,0.445,0.00105256666666667,0.0052581,0.00691086111111111,0.0168797666666667,0.00652255798319328,0.00406568253968254,0.00240406048387097,0.00803872916666667,0.00239219219219219,0.00428540042674253,0.00355413781512605,0.00694333333333333,0.00386625,0.0107488,0.00390519444444444,0.00880514285714286,0.00900812941176471,0.00344544758064516,0.00521800713012478,0.0161051953846154,0.00427842777777778,0.00748029590017825,0.00677869243697479,0.0135037727272727
"45",45,0.7215,0.488,0.613,0.649,0.702,0.511,0.686,0.806,0.698,0.532,0.627,0.741,0.5195,0.378,0.375,0.4095,0.6335,0.379,0.543,0.474,0.642,0.3545,0.6425,0.525,0.0614804107142857,0.0165314285714286,0.0421218,0.0685526944444444,0.0219196266666667,0.0187153598484848,0.0322224142857143,0.15479766951567,0.0349772101449275,0.0539811978494624,0.0445468738461538,0.0560625057471264,0.000634916666666668,0.018008,NA,0.0954308,0.0232305368421053,0.0112114,0.0420822777777778,0.0370639310344828,0.0290953333333333,0.0127687973790323,0.000540916666666668,0.0322528704453441
"46",46,0.6345,0.5745,0.534,0.582,0.583,0.607,0.604,0.622,0.5755,0.5735,0.535,0.554,0.539,0.597,0.559,0.571,0.533,0.57,0.535,0.551,0.484,0.532,0.523,0.5365,0.0110302857142857,0.007696,0.0043764,0.010038619047619,0.0194436111111111,0.0203396921921922,0.0180200828877005,0.0157212658730159,0.0205983921568627,0.0111519142857143,0.00882652063492063,0.00968342613636364,0.0073564,0.0116971111111111,0.0384835,0.016915,0.0129664991596639,0.0105696231231231,0.0109803806818182,0.0148065512605042,0.0147882941176471,0.00876823123123123,0.0136256141141141,0.0144758903743316
"47",47,0.463,0.53,0.552,0.7175,0.422,0.511,0.501,0.678,0.451,0.506,0.4865,0.671,0.515,0.445,0.413,0.547,0.3915,0.436,0.4035,0.5885,0.449,0.46,0.417,0.559,0.01041225,0.0122309523809524,0.0115913333333333,0.0108525666666667,0.0108440056818182,0.00664472605042017,0.0101446944444444,0.0230622687687688,0.00749378698752228,0.00452592613636364,0.0115822373015873,0.0130422521008403,0.0103811428571429,0.0208845444444444,0.0181622678571429,0.0106181666666667,0.00970995811051694,0.00699934957983193,0.0114941069518717,0.0228196129032258,0.0092485512605042,0.00813112333333334,0.00705653832442068,0.0197745224867725
"48",48,0.3615,0.383,0.4035,0.377,0.441,0.4,0.413,0.434,0.368,0.4025,0.39,0.37,0.206,0.18,0.366,0.295,0.2505,0.308,0.237,0.259,0.259,0.274,0.2625,0.2125,0.0152449821428571,0.014812,0.00405114285714286,0.0223150666666667,0.0132226666666667,0.00535585483870968,0.0189227293447293,0.00955014333333333,0.0104852933333333,0.0179058538461538,0.010343328042328,0.00964183333333334,0.0132063333333333,0.0037835,0.0006433,0.0300206964285714,0.00798951851851852,0.00875456493506493,0.0112624466403162,0.0200486666666667,0.00602691666666667,0.021953815270936,0.00902268157894737,0.01174554
"49",49,0.482,0.509,0.433,0.527,0.457,0.4635,0.419,0.529,0.447,0.4675,0.4195,0.475,0.374,0.443,0.411,0.5275,0.403,0.443,0.403,0.4755,0.3975,0.423,0.3875,0.446,0.00946094444444444,0.0111945714285714,0.00841952777777778,0.0130397777777778,0.00574973571428571,0.00689920412517781,0.00524209243697479,0.0138555978494624,0.0069027975708502,0.0081226373015873,0.00334631729055258,0.0109816931818182,0.00872142857142857,0.00288884444444445,0.00229826785714286,0.00828714285714286,0.00461984444444445,0.00417588138138138,0.0052137560455192,0.00916632643678161,0.00873925935828877,0.00584121763869132,0.00419753015873016,0.00817119318181818
"50",50,0.5865,0.6375,0.585,0.6305,0.555,0.574,0.555,0.553,0.556,0.6325,0.5895,0.611,0.5605,0.652,0.587,0.605,0.556,0.556,0.563,0.553,0.572,0.5775,0.554,0.5855,0.0135505444444444,0.00974444444444444,0.0171439555555556,0.0155657142857143,0.00698334412955465,0.023983087394958,0.00935820504201681,0.0103520142602496,0.00914522857142857,0.016750903968254,0.00577047857142857,0.00628096396396396,0.0172358222222222,0.00968964285714286,0.0113397777777778,0.008755125,0.00477493781512605,0.0110507512605042,0.00612860384068279,0.00747932007575757,0.00616372222222222,0.0200697357142857,0.00639170199146515,0.01229311942959
"51",51,0.448,0.45,0.4545,0.4425,0.421,0.443,0.414,0.44,0.4,0.455,0.419,0.488,0.422,0.4205,0.38,0.402,0.397,0.427,0.405,0.4535,0.41,0.45,0.417,0.431,0.00448552777777778,0.00770111111111111,0.00174472222222222,0.0100699,0.00292359090909091,0.00777231349206349,0.0257362147435897,0.00733732963709677,0.00325850757575758,0.00642702102102102,0.00410649915966387,0.0106304608819346,0.00431995238095238,0.00219998214285714,0.00334644444444445,0.01247625,0.00165892745376956,0.00756905,0.00609774774774775,0.00601839572192514,0.00292088394062078,0.00516715915915916,0.0048829028340081,0.00693187311827957
"52",52,0.726,0.649,0.6385,0.683,0.54,0.523,0.5595,0.643,0.485,0.51,0.457,0.498,0.568,0.546,0.5835,0.6585,0.532,0.5185,0.479,0.6,0.427,0.5025,0.43,0.523,0.01911575,0.0166835,0.00733176666666667,0.0141159821428571,0.0160632462121212,0.00735071092436975,0.0129504857397504,0.0311861462365591,0.0142107027027027,0.00842894238975818,0.00718624033613445,0.0078696553030303,0.03903225,0.0202848571428571,0.0201077142857143,0.0190354285714286,0.0107907297297297,0.00640040634920635,0.0101730285714286,0.0317377510822511,0.0105484214285714,0.00540199540229885,0.00970903778677463,0.011515256916996
"53",53,0.519,0.5285,0.5295,0.505,0.5265,0.492,0.524,0.538,0.572,0.535,0.518,0.548,0.4885,0.505,0.5075,0.5795,0.509,0.5,0.5055,0.522,0.503,0.492,0.4785,0.497,0.00554533333333334,0.00544521111111111,0.00706021428571429,0.0121284,0.00626199596774194,0.00545924831309042,0.00550345714285714,0.00604106386554622,0.00549411764705882,0.00592608250355619,0.00667926916221034,0.00557087058823529,0.00312528888888889,0.00274405555555556,0.00357773333333333,0.0205356964285714,0.00547421921921922,0.00275294466936572,0.00604884871794872,0.00614106722689076,0.00476669243697479,0.00329607692307692,0.00308847857142857,0.00349494294871795
"54",54,0.559,0.627,0.533,0.7995,0.499,0.4965,0.499,0.622,0.455,0.5205,0.464,0.537,0.538,0.624,0.508,0.508,0.442,0.492,0.47,0.542,0.412,0.429,0.442,0.506,0.00600955555555556,0.0226722666666667,0.00148821428571429,0.0542008571428571,0.0143943165007112,0.00742556350806452,0.00722181081081081,0.0097646553030303,0.00421186036036036,0.0164607777777778,0.00393163655761024,0.0140406737967914,0.006596125,0.0128406111111111,0.000899000000000001,0.0240453,0.0065868677462888,0.0111459838709677,0.00406360810810811,0.0187737906403941,0.00230371834992888,0.00899732132132132,0.00603231349206349,0.0160654474474474
"55",55,0.712,1.013,0.8055,0.76,0.862,0.917,0.842,0.862,0.8025,0.8125,0.7855,1.0535,0.7245,0.753,0.751,0.6785,0.721,0.7575,0.743,0.6935,0.7565,0.6715,0.6975,0.691,0.0073455,0.1516743,0.057359125,0.2252925,0.0697910303030303,0.144731122689076,0.0687937762923351,0.0844576844758064,0.0862610383244207,0.0865176586452763,0.167316681818182,0.164918314285714,0.0339577888888889,0.121553361111111,0.0336272678571429,0.209288,0.0747701344537815,0.182794438122333,0.101259681365576,0.0643922162162162,0.086752466571835,0.142950916221034,0.0332439015873016,0.0327705611111111
"56",56,0.421,0.4915,0.472,0.581,0.4795,0.451,0.4425,0.5865,0.4655,0.488,0.442,0.556,0.464,0.4455,0.435,0.5815,0.437,0.421,0.415,0.553,0.474,0.387,0.4395,0.486,0.00636533333333333,0.00267771428571429,0.00297023333333333,0.0149942678571429,0.00660936111111111,0.00494765210084034,0.00640966587301587,0.0102044183467742,0.00686343954480797,0.00477253603603604,0.00537526045883941,0.0109519838709677,0.00140965555555556,0.00564672222222222,0.00603061111111111,0.0194279555555556,0.00566683400809717,0.00770175294117647,0.0074307027027027,0.0145042429149798,0.00530375320056899,0.00433648492063492,0.00645899928876245,0.01135869365722
"57",57,0.819,0.856,0.708,0.674,0.701,0.757,0.63,0.69,0.715,0.707,0.651,0.7435,0.703,0.6585,0.637,0.7175,0.646,0.6435,0.6135,0.646,0.6195,0.568,0.542,0.614,0.0413556944444444,0.0050595,0.0224096944444444,0.0165794444444444,0.0230749697478992,0.0419332575757576,0.0227207773826458,0.0331951058201058,0.0204587,0.0448510266666667,0.0221659781609195,0.0412924329710145,0.0184850666666667,0.0506498666666667,0.0173310277777778,0.00656225,0.0155313956989247,0.0421030529100529,0.0196084506048387,0.0120833076923077,0.0243875505747126,0.0159150517241379,0.0205924129032258,0.0187513916256158
"58",58,0.4905,0.527,0.448,0.514,0.491,0.522,0.4735,0.483,0.4795,0.48,0.477,0.4855,0.4325,0.531,0.467,0.469,0.4855,0.5145,0.486,0.5055,0.494,0.483,0.5025,0.4955,0.00368907142857143,0.00580527777777777,0.0054885,0.000630194444444445,0.0034788048048048,0.00348513949579832,0.00479948571428571,0.0031230253968254,0.00457030714285714,0.00305502857142857,0.00252218823529412,0.00441477777777778,0.0061611,0.00244875,0.00234357142857143,0.00149336111111111,0.00292145811051693,0.00225271349206349,0.00308769411764706,0.00346663229018492,0.00302757624831309,0.00317965915915916,0.00300814206349206,0.00318854978662873
"59",59,0.4845,0.5665,0.441,0.57,0.527,0.508,0.526,0.604,0.478,0.536,0.465,0.547,0.4775,0.5565,0.477,0.6185,0.457,0.5145,0.473,0.637,0.447,0.499,0.483,0.5755,0.00553535714285714,0.00403906666666667,0.0197780277777778,0.00272461904761905,0.00887686363636364,0.0177920553846154,0.00804712689393939,0.00921045584045584,0.00705782857142857,0.00401925641025641,0.00623945345345345,0.00961271,0.006906,0.0183342142857143,0.00949980952380952,0.00953514285714285,0.00755379734848485,0.0112538465608466,0.00688608250355619,0.0101975098814229,0.00729190990990991,0.00506689892473118,0.00882933571428571,0.00597879365079365
"60",60,0.4475,0.501,0.461,0.459,0.4605,0.541,0.5445,0.523,0.446,0.5405,0.438,0.454,0.516,0.6275,0.442,0.501,0.508,0.553,0.5235,0.5595,0.483,0.561,0.511,0.54,0.0108905714285714,0.0122972777777778,0.0053212380952381,0.0222611428571429,0.012878037037037,0.023604943019943,0.0105219642857143,0.0194438300492611,0.0232140483870968,0.0166112753846154,0.011262781512605,0.02443659,0.00922541071428571,0.00638746666666667,0.00375114285714286,0.0115041666666667,0.0129681411411411,0.0119926736842105,0.0157709714285714,0.0146897409274194,0.0143545978494624,0.0208563110516934,0.0074814678030303,0.0102406022988506
"61",61,0.919,0.885,0.878,0.9215,1.0585,1.062,0.9605,0.9005,1.095,0.961,0.9415,0.9345,1.003,0.796,0.947,0.973,1.1845,0.938,0.9155,0.8925,0.9395,0.816,0.879,0.906,0.273984566666667,0.0407440277777778,0.0133482380952381,0.0424654107142857,0.0531612643678161,0.0747364798387097,0.0554497046153846,0.0438495980392157,0.0651840830039526,0.0606295275862069,0.0513109047619048,0.0362395322580645,0.0446894285714286,0.018979619047619,0.0198471428571429,0.0252715714285714,0.10519483994709,0.0411864337121212,0.037934606884058,0.0349961774193548,0.0259228225806452,0.100576184729064,0.0345516550802139,0.0367588746438746
"62",62,0.779,1.033,0.76,0.8395,0.699,0.697,0.628,0.652,0.576,0.6505,0.5805,0.585,0.585,0.565,0.587,0.5305,0.583,0.53,0.532,0.594,0.512,0.539,0.446,0.538,0.124280488888889,0.182098277777778,0.113295694444444,0.0450138222222222,0.0175503130904184,0.0365624714714715,0.0131454032258065,0.0640464337121212,0.0281337492492492,0.0607815325396825,0.044838386913229,0.0279996072874494,0.0166521428571429,0.0249661,0.0226753611111111,0.00664798214285714,0.0139589046941679,0.0206177019914651,0.00946495195195195,0.012651053968254,0.0162227368421053,0.0425960115864528,0.00935287055476529,0.0370913011363636
"63",63,0.759,0.864,0.816,0.9175,0.725,0.811,0.7415,0.85,0.707,0.757,0.7405,0.735,0.7945,0.719,0.8655,0.848,0.699,0.736,0.723,0.735,0.6465,0.684,0.657,0.704,0.0338089444444445,0.0550480555555556,0.0651206666666667,0.0346840444444444,0.0332861801587302,0.0610766857142857,0.0553901176470588,0.0558548741109531,0.0334598117647059,0.0536451635846373,0.0363773868092692,0.0660976100840336,0.0173376428571429,0.0160696944444444,0.0345973888888889,0.0441232888888889,0.0435681142857143,0.0535690638655462,0.0169978201680672,0.0847245411764706,0.0148633065433855,0.0297834687055477,0.0446541336336336,0.075358137815126
"64",64,1.37,1.262,1.472,2.064,1.3055,1.376,1.883,2.313,1.487,1.333,1.6815,1.3975,1.293,1.3525,1.3,1.049,1.374,1.321,1.223,1.483,1.3675,1.224,1.269,1.3095,0.0515164444444444,0.0983578611111112,0.510473357142857,0.436492476190476,0.261907612903226,0.177015533033033,0.375410968660969,0.736339781746032,0.136092774509804,0.485570058064516,0.282246975862069,0.441870216931217,0.240159982142857,0.146578455555556,0.2793415,0.0775965714285714,0.19184936036036,0.180894621212121,0.29494185770751,0.379739161904762,0.111476008534851,0.284771111111111,0.163225613300493,0.303855294973545
"65",65,0.5965,0.6325,0.553,0.59,0.6345,0.66,0.633,0.615,0.608,0.617,0.582,0.605,0.563,0.5845,0.4765,0.6545,0.582,0.59,0.547,0.5855,0.55,0.58,0.496,0.565,0.0284771428571429,0.005252,0.00995278571428571,0.013097,0.0159526253968254,0.0243321966386555,0.0162801968253968,0.0143398285714286,0.0242257975708502,0.0171667379032258,0.00811211664295875,0.012300028340081,0.0142016944444444,0.00994314285714285,0.0122560555555556,0.0217374333333333,0.0385800885885886,0.00954311349206349,0.0151959381223329,0.0333688556149733,0.0237915585585586,0.0242191306306306,0.011115451951952,0.00706982352941176
"66",66,0.446,0.526,0.48,0.517,0.464,0.53,0.45,0.5005,0.408,0.477,0.4695,0.5405,0.398,0.484,0.413,0.585,0.4195,0.478,0.372,0.5155,0.424,0.486,0.4475,0.498,0.00989598214285714,0.00990114285714285,0.00778790476190476,0.0163141111111111,0.00376282795698925,0.00726129195402299,0.00649906386554622,0.0202037931034483,0.0182414509803922,0.00798515402298851,0.0117488798008535,0.0179439510582011,0.00708314285714286,0.0162810277777778,0.0100399444444444,0.0152936944444444,0.00914253571428571,0.00469749621212121,0.0116741042780749,0.0101877885057471,0.0101982937411095,0.00764835158730159,0.0158338502673797,0.00953458279569892
"67",67,0.726,0.782,0.7455,0.899,0.7255,0.71,0.708,0.868,0.71,0.6805,0.7035,0.72,1.1175,0.639,0.784,0.7475,0.636,0.6425,0.65,0.812,0.628,0.581,0.617,0.75,0.0594765,0.0402047777777778,0.0456924,0.0405823,0.0175960938461539,0.0292639616402116,0.0367087806267806,0.0305918661538461,0.0374934871794872,0.0105622579365079,0.0486046666666667,0.0605001861538462,0.226312571428571,0.1122644,0.00612614285714286,0.0464532,0.0130919259259259,0.0259795925925926,0.0222280451612903,0.0374963894927536,0.0269895333333333,0.00797452709359606,0.0231871502463054,0.0358978917378917
"68",68,0.679,0.6805,0.665,0.997,0.601,0.797,0.665,0.667,0.6185,0.6715,0.668,0.759,0.585,0.7635,0.727,0.641,0.633,0.725,0.666,0.709,0.635,0.693,0.601,0.716,0.0323170277777778,0.0474477666666667,0.0596127777777778,0.0660905714285714,0.0198133484848485,0.0473635512605042,0.0198369527629234,0.0380015225806452,0.0154799146514936,0.0249125766129032,0.0633234324324324,0.0529725075757576,0.0397655,0.0351422857142857,0.0268342333333333,0.0760780277777778,0.0166095357624831,0.0367996871921182,0.0265210806722689,0.0393961512605042,0.0249234651493599,0.0315317651209677,0.0176837462887989,0.0330166756756757
"69",69,0.788,1.024,0.713,0.95,0.694,0.7005,0.733,0.662,0.611,0.565,0.595,0.605,0.8015,0.799,0.817,1.07,0.634,0.6325,0.574,0.671,0.561,0.549,0.596,0.5795,0.0191745666666667,0.05886675,0.0575729888888889,0.0548514285714286,0.0293817489919355,0.0232288618951613,0.0297593063063063,0.0215588128078818,0.013383972972973,0.0123778918918919,0.0178052087301587,0.0496414823529412,0.00829494444444444,0.0625702777777778,0.05915375,0.0341049444444444,0.0258463138138138,0.0244610782361309,0.0193645247311828,0.0190218603603604,0.0136524588235294,0.00833153253968254,0.0118066563492064,0.0351704214285714
"70",70,0.564,0.5445,0.723,0.635,0.556,0.61,0.583,0.6105,0.5645,0.599,0.595,0.646,0.513,0.4645,0.4845,0.4655,0.501,0.488,0.4725,0.488,0.464,0.467,0.497,0.498,0.0114811111111111,0.0114717777777778,0.0214862777777778,0.0134871428571429,0.00417453015873016,0.00968337687687688,0.0236200087301587,0.00698860634920635,0.00754606773618538,0.0138552785714286,0.0164923453453453,0.0228638678678679,0.00801693333333334,0.00455048888888889,0.00299628571428571,0.0153144888888889,0.0054314628879892,0.0104263528528529,0.00574306970128023,0.00871808036984353,0.0120584588394062,0.00583157692307692,0.00813499730094467,0.00898000873015873
"71",71,1.137,0.863,0.632,1.0355,0.878,0.856,0.798,0.787,0.817,0.7665,0.766,0.765,0.778,0.87,0.6185,0.938,0.92,0.866,0.784,0.786,0.824,0.803,0.758,0.8585,0.11658225,0.0240559047619048,0.00867433333333333,0.0574991428571428,0.046053189516129,0.0375181591397849,0.0579646050420168,0.0606943142857143,0.0395722403361345,0.0508106212121212,0.0289333911806543,0.0347798699596774,0.0744324444444444,0.0359455714285714,0.0575006777777778,0.0342225535714286,0.0334808857142857,0.0467303618951613,0.0628322857142857,0.0864534258064516,0.0305655303030303,0.0483124532019704,0.0257050638655462,0.0420106096256684
"72",72,0.451,0.905,0.458,0.492,0.534,0.654,0.5945,0.639,0.51,0.5135,0.5545,0.5855,0.339,0.394,0.668,0.297,0.4005,0.4095,0.4105,0.3965,0.3275,0.413,0.383,0.41,0.00214933333333333,0.1426837,0.0381333333333333,0.0167893333333333,0.0455027766666667,0.0655651397058824,0.0444689246153846,0.0375794619047619,0.0141793596837945,0.0343005157894737,0.0245712078947368,0.0285802692307692,0.0126946666666667,0.00897990476190476,0.0621228,0.0018215,0.0188080851449275,0.0614888006535948,0.0270578692810457,0.0325545882352941,0.0238189505494505,0.0261076241830065,0.0117806724137931,0.0186016476190476
"73",73,0.486,0.436,0.484,0.4935,0.496,0.4715,0.481,0.526,0.4545,0.49,0.4745,0.487,0.451,0.449,0.433,0.435,0.457,0.471,0.447,0.4825,0.436,0.481,0.443,0.4975,0.0196203611111111,0.00360180952380952,0.000912785714285714,0.00333226666666667,0.00382076129032258,0.00471502317290553,0.00211482142857143,0.00969468538324421,0.00497952941176471,0.00468391349206349,0.0042581372688478,0.0056787873015873,0.00198890476190476,0.00329483928571428,0.00169727777777778,0.00313535714285714,0.00287645714285714,0.00395725846702317,0.0010528978978979,0.0091141889483066,0.00474596825396825,0.00483281008403361,0.00419551428571429,0.00452399682539683
